"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         254,      -5.858474232,      -5.371971793,      -5.359950007,      -8.688785684
          0,           0,         255,      -5.863725897,      -5.376269392,      -5.365187493,      -8.686312174
          0,           0,         256,      -5.866701384,      -5.381146857,      -5.371531665,      -8.683851355
          0,           0,         257,      -5.867358456,      -5.386605321,      -5.379017307,      -8.681401742
          0,           0,         258,      -5.865765724,      -5.392642344,      -5.387677329,      -8.678961968
          0,           0,         259,      -5.862097488,      -5.399250584,      -5.397541593,       -8.67653082
          0,           0,         260,      -5.856615582,      -5.406416215,      -5.408635404,      -8.674107232
          0,           0,         261,      -5.849644527,      -5.414116636,       -5.42097755,      -8.671690301
          0,           0,         262,      -5.841536038,      -5.422319275,       -5.43457695,      -8.669279278
          0,           0,         263,      -5.832648642,      -5.430979573,        -5.4494296,       -8.66687355
          0,           0,         264,      -5.823324038,       -5.44003695,      -5.465511892,      -8.664472646
          0,           0,         265,      -5.813872738,      -5.449412894,      -5.482772863,      -8.662076225
          0,           0,         266,      -5.804566451,      -5.459008921,      -5.501123719,      -8.659684072
          0,           0,         267,      -5.795635596,      -5.468704676,      -5.520423664,      -8.657296077
          0,           0,         268,      -5.787270396,      -5.478356857,       -5.54046175,       -8.65491222
          0,           0,         269,      -5.779624104,      -5.487799548,      -5.560935138,      -8.652532559
          0,           0,         270,      -5.772817189,      -5.496846482,      -5.581425598,      -8.650157226
          0,           0,         271,      -5.766941728,      -5.505295795,      -5.601378758,      -8.647786411
          0,           0,         272,      -5.762065525,      -5.512937645,      -5.620094799,      -8.645420341
          0,           0,         273,      -5.758235723,      -5.519564753,      -5.636743808,      -8.643059279
          0,           0,         274,      -5.755481799,      -5.524985354,      -5.650420819,      -8.640703513
          0,           0,         275,      -5.753817923,      -5.529037385,      -5.660249197,      -8.638353351
          0,           0,         276,      -5.753244722,      -5.531602121,      -5.665522264,      -8.636009115
          0,           0,         277,      -5.753750491,      -5.532615147,      -5.665846399,      -8.633671141
          0,           0,         278,      -5.755311943,      -5.532072758,       -5.66123209,      -8.631339773
          0,           0,         279,      -5.757894524,      -5.530032579,      -5.652092515,      -8.629015374
          0,           0,         280,      -5.761452381,      -5.526608319,      -5.639150301,      -8.626698322
          0,           0,         281,      -5.765928011,      -5.521959722,      -5.623293798,      -8.624389005
          0,           0,         282,      -5.771251649,      -5.516279525,       -5.60543622,       -8.62208785
          0,           0,         283,      -5.777340444,      -5.509779553,      -5.586413743,      -8.619795307
          0,           0,         284,      -5.784097481,      -5.502677792,      -5.566931936,      -8.617511862
          0,           0,         285,      -5.791410721,      -5.495187701,      -5.547551542,      -8.615238043
          0,           0,         286,      -5.799151964,      -5.487510364,      -5.528698562,      -8.612974423
          0,           0,         287,      -5.807175996,      -5.479829472,      -5.510685531,      -8.610721626
          0,           0,         288,      -5.815319708,      -5.472308248,       -5.49373555,      -8.608480343
          0,           0,         289,      -5.823403469,      -5.465090311,      -5.478003797,       -8.60625133
          0,           0,         290,      -5.831231486,      -5.458299452,      -5.463596572,      -8.604035396
          0,           0,         291,      -5.838593974,      -5.452040954,      -5.450585896,      -8.601833416
          0,           0,         292,      -5.845272047,      -5.446404168,      -5.439020533,      -8.599646338
          0,           0,         293,      -5.851044114,      -5.441464657,      -5.428934269,       -8.59747518
          0,           0,         294,      -5.855694433,      -5.437286265,      -5.420351926,      -8.595321032
          0,           0,         295,      -5.859023612,      -5.433923034,      -5.413293748,       -8.59318506
          0,           0,         296,      -5.860860297,      -5.431420832,       -5.40777852,      -8.591068498
          0,           0,         297,       -5.86107285,      -5.429818658,      -5.403825701,      -8.588972658
          0,           0,         298,      -5.859579456,      -5.429149605,      -5.401456813,      -8.586898922
          0,           0,         299,      -5.856355104,      -5.429441486,      -5.400696233,      -8.584848743
          0,           0,         300,      -5.851434198,        -5.4307171,      -5.401571483,      -8.582823641
          0,           0,         301,      -5.844908294,      -5.432994116,       -5.40411304,      -8.580825202
          0,           0,         302,      -5.836919299,      -5.436284553,      -5.408353632,      -8.578855073
          0,           0,         303,      -5.827649236,      -5.440593813,      -5.414326938,      -8.576914959
          0,           0,         304,      -5.817308162,       -5.44591923,      -5.422065503,      -8.575006615
